Schm Desc,Rate,Sanct Lim,Balance,Status
4,9,320000,281896.86,1
4,9,200000,25122.38,1
4,9,175000,68503.93,1
4,9,450000,385010.44,1
4,9,180000,50046.72,1
4,9,500000,379006.56,1
4,9,500000,110732.2,1
4,0,1000000,0,2
4,9,2000000,1582743.51,1
4,9,1500000,839162.04,1
4,9,1500000,1293753.23,1
4,9,1500000,863020.5,1
4,9,1050000,581287.17,1
4,9,500000,442048.38,1
4,9,694000,396650.39,1
4,9,1430000,1097946.6,1
4,9,159000,128094.38,1
4,9,650000,387028.88,1
4,9,650000,660363.57,1
4,9,590000,448711.47,1
4,9,1500000,442970.64,1
4,9,300000,201410.87,1
4,9,290000,283799.39,1
4,9,1000000,654439.1,1
4,9,1200000,797394.42,1
4,9,1000000,646413.8,1
4,9,330000,261424.39,1
4,9,320000,266246.72,1
4,9,250000,146168.87,1
4,9,300000,281084.34,1
4,9,280000,122630.5,1
4,9,345000,150242.81,1
4,9,200000,103533.14,1
4,9,230000,172421.66,1
4,9,500000,186954.16,1
4,9,365000,279944.03,1
4,9,300000,188448.63,1
4,9,400000,253475.4,1
4,9,170000,165878.05,1
4,9,270000,134245.43,1
4,9,360000,245378.95,1
4,9,300000,138950.83,1
4,9,300000,173255.88,1
4,9,250000,166928.98,1
4,9,250000,100302.17,1
4,9,330000,180503.65,1
4,9,250000,244244.57,1
4,9,1200000,663458.04,1
4,9,200000,85936.2,1
4,9,250000,161328.13,1
4,9,180000,71501.97,1
4,9,300000,173357.04,1
4,9,250000,107477.6,1
4,9,245000,176997.83,1
4,9,330000,296678.49,1
4,9,120000,72819.62,1
4,9,160000,105667.74,1
4,9,300000,182531.14,1
4,9,200000,85464.8,1
4,9,350000,149265.39,1
4,9,500000,364969.74,1
4,9,700000,320069.47,1
4,9,245000,169395.92,1
4,9,158000,67242.88,1
4,9,250000,173329.01,1
4,9,250000,198216.86,1
4,9,250000,157485.2,1
4,9,200000,143473.98,1
4,9,200000,126458.2,1
4,9,600000,272206.37,1
4,9,335000,204452.31,1
4,9,146000,94573.14,1
4,9,160000,77486.63,1
4,9,370000,269049.8,1
4,9,250000,121408.99,1
4,9,300000,154235.91,1
4,9,300000,145264.61,1
4,9,250000,164884.47,1
4,9,450000,331465.6,1
4,9,200000,45170.89,1
4,9,300000,216831.48,1
4,9,411000,322921.02,1
4,9,1000000,736582.98,1
4,9,300000,160561.64,1
4,9,250000,127395.6,1
4,9,200000,101669.08,1
4,9,366000,244613.1,1
4,9,145000,103836.2,1
4,9,250000,190541.32,1
4,9,300000,110798.46,1
4,9,250000,193768.03,1
4,9,480000,321752.12,1
4,9,300000,239076.13,1
4,9,140000,112084.26,1
4,9,300000,213319.04,1
4,9,275000,156571.6,1
4,9,280000,149963.61,1
4,9,150000,96637.06,1
4,9,350000,254349.49,1
4,9,495000,390930.04,1
4,9,250000,189170.19,1
4,9,400000,329086.44,1
4,9,195000,149858.88,1
4,9,200000,179739.02,1
4,9,400000,312921.47,1
4,9,400000,387281.5,1
4,9,360000,204966.5,1
4,9,300000,259239.82,1
4,9,280000,206672.83,1
4,9,290000,64348.06,1
4,9,310000,237188.56,1
4,9,350000,249209.09,1
4,9,300000,206706.24,1
4,9,390000,248716.91,1
4,9,370000,374628.9,1
4,9,300000,272387.54,1
4,9,320000,253432.24,1
4,9,320000,197770.05,1
4,9,200000,164317.85,1
4,9,250000,212854.33,1
4,9,310000,273834.66,1
4,9,240000,190150.22,1
4,9,300000,238163.05,1
4,9,250000,236460.27,1
4,9,300000,238638.38,1
4,9,240000,203838.14,1
4,9,320000,226441.01,1
4,9,300000,195426.4,1
4,9,320000,199273.41,1
4,9,360000,304306.1,1
4,9,300000,239398.85,1
4,9,350000,206837.86,1
4,9,330000,194934.77,1
4,9,815000,636615.33,1
4,9,350000,347088.68,1
4,9,200000,118497.99,1
4,9,298000,244709.7,1
4,9,250000,147804.87,1
4,9,240000,141770.73,1
4,9,480000,354549.52,1
4,9,260000,206909.77,1
4,9,265000,227179.98,1
4,9,180000,138444.77,1
4,9,250000,164791.34,1
4,9,800000,478598.61,1
4,9,250000,175461.61,1
4,9,250000,193189.9,1
4,9,310000,183821.15,1
4,9,290000,223604.2,1
4,9,600000,540567.09,1
4,9,330000,298067.58,1
4,9,230000,175702,1
4,9,255000,221938.09,1
4,9,220000,147406.9,1
4,9,500000,349190.99,1
4,9,270000,226185.93,1
4,9,170000,114443.21,1
4,9,300000,261851,1
4,9,290000,252120.67,1
4,9,320000,322857.57,1
4,9,150000,131015.73,1
4,9,177000,119389.3,1
4,9,260000,175179.78,1
4,9,310000,253628.77,1
4,9,450000,303195.73,1
4,9,250000,218028.65,1
4,9,159000,140422.48,1
4,9,130000,107305.78,1
4,9,380000,267940.85,1
4,9,250000,161574.96,1
4,9,210000,165228.14,1
4,9,200000,146112.86,1
4,9,250000,238409.93,1
4,9,200000,184377.93,1
4,9,200000,196813.67,1
4,9,250000,181544.55,1
4,9,330000,280951.14,1
4,9,225000,191646.39,1
4,9,300000,239530.87,1
4,9,430000,417857.54,1
4,9,270000,210005.92,1
4,9,200000,190863.61,1
4,9,700000,599459.8,1
4,9,200000,149960.24,1
4,9,305000,220016.92,1
4,9,250000,237541.28,1
4,9,272000,248939.43,1
4,9,175000,161775.31,1
4,9,240000,214575.37,1
4,9,400000,391054.51,1
4,9,250000,223598.7,1
4,9,200000,178482.02,1
4,9,150000,124466.55,1
4,9,170000,127785.79,1
4,9,150000,139351.7,1
4,9,200000,210039.96,1
4,9,399000,325639.43,1
4,9,330000,229230.06,1
4,9,270000,187551.81,1
4,9,260000,232112.63,1
4,9,120000,83626.04,1
4,9,220000,198948.96,1
4,9,370000,314909.73,1
4,9,240000,197215.72,1
4,9,255000,217363.52,1
4,9,200000,179111.1,1
4,9,600000,227951.6,1
4,9,600000,358552.2,1
4,9,630000,419863.57,1
4,9,410000,191325.39,1
4,9,600000,528491.58,1
4,9,320000,200898.35,1
4,10,1000000,814255.36,3
4,9,400000,121352.82,1
4,9,700000,35842.69,1
4,9,1500000,974036.03,1
4,9,850000,11376.9,1
4,9,445000,222538.16,1
4,9,1000000,419802.35,1
4,9,300000,215800.97,1
4,9,400000,119881.54,1
4,9,2000000,1367192.11,1
4,9,1200000,551586.3,1
4,9,515000,188207.37,1
4,9,220000,-175.44,5
4,9,800000,257833.92,1
4,9,300000,96653.72,1
4,9,400000,193423.4,1
4,9,2000000,1366721.22,1
4,9,400000,59719.34,1
4,9,524000,314773.04,1
4,9,240000,40306.53,1
4,9,200000,-1327.76,1
4,9,500000,173309.69,1
4,9,1800000,1075712.98,1
4,9,445000,167191.04,1
4,9,900000,409804.09,1
4,9,1000000,687249.49,1
4,9,400000,166365.01,1
4,9,400000,148045.34,1
4,9,992000,546759.62,1
4,9,370000,232130.32,1
4,12.5,1300000,1553067.24,3
4,9,160000,-1401.89,1
4,9,200000,29784.91,1
4,9,2000000,1093090.05,1
4,9,300000,129923.71,1
4,9,300000,99869.96,1
4,9,160000,32398.99,1
4,9,840000,508625.81,1
4,9,500000,219089.05,1
4,9,300000,67051.47,1
4,9,300000,93216.53,1
4,9,780000,429722.03,1
4,9,1000000,1052922.83,1
4,9,250000,58632.43,1
4,9,300000,19382.72,1
4,9,300000,85581.7,1
4,9,360000,179714.2,1
4,9,200000,67433.46,1
4,9,1000000,499206.23,1
4,9,370000,316092.48,1
4,9,700000,482755.79,1
4,9,600000,323704.11,1
4,9,350000,66792.7,1
4,9,380000,321472.16,1
4,9,320000,178320.24,1
4,9,270000,103808.35,1
4,9,1500000,749171.66,1
4,9,223000,70705.99,1
4,9,295000,162337.01,1
4,9,460000,197002.52,1
4,9,2000000,1325342.03,1
4,9,232000,99294.12,1
4,9,200000,104419.24,1
4,9,596000,242993.29,1
4,9,1000000,613928.04,1
4,9,500000,171067.39,1
4,9,660000,480156.09,1
4,9,300000,134003.44,1
4,9,330000,264977.18,1
4,9,130000,56936.75,1
4,9,450000,245468.84,1
4,9,430000,296497.67,1
7,9,500000,499.77,5
7,9,500000,499.86,5
7,9,500000,500,5
7,9,500000,500,5
7,17.5,500000,569840,3
7,17.5,300000,342047,3
7,17.5,200000,228154,3
7,9,500000,0,1
7,9,500000,500000,1
7,9,2167000,0,1
7,9,3142000,3142000,1
7,9,1500000,1493632.46,1
7,9,2500000,2487383.03,1
7,9,3142000,0,1
7,9,3000000,2984257.77,1
7,9,3142000,0,1
7,9,239000,237662.82,1
7,9,2000000,1990507.13,1
7,9,7500000,837805.61,1
7,9,2500000,2487384.88,1
7,9,1000000,994257.85,1
7,9,2000000,1990509.13,1
7,9,700000,696127.21,1
7,9,1300000,1294883.53,1
7,9,1335000,1329662.02,1
7,9,5000000,5000000,1
7,9,1000000,0,1
8,17.5,2800000,5644940.02,3
5,9,582000,582000,1
5,9,200000,194590.05,1
5,9,249000,243437.25,1
5,9,590000,590000,1
5,9,320000,303097.38,1
5,9,400000,391145.98,1
5,9,360000,334463.97,1
5,9,780000,713699.71,1
5,9,221000,211793.38,1
5,9,340000,313986.85,1
5,9,200000,194190.05,1
5,9,340000,308583.9,1
5,9,250000,217865.6,1
5,9,280000,253412.01,1
5,9,300000,261825.27,1
5,9,210000,184143.62,1
5,9,310000,288010.65,1
5,9,628500,620167.12,1
5,9,220000,203335.49,1
5,9,300000,277347.36,1
5,9,1000000,957377.11,1
5,9,150000,134291.24,1
5,9,280000,258719.54,1
5,9,320000,287715.82,1
5,9,251000,226010.19,1
5,9,320000,288288.8,1
5,9,310000,279040.29,1
5,9,350000,325568.52,1
5,9,325000,302814.47,1
5,9,180000,164579.88,1
5,9,300000,270654.42,1
5,9,300000,270500.94,1
5,9,240000,228537.7,1
5,9,330000,295862.8,1
5,9,230000,223951.06,1
5,9,310000,301537.08,1
5,9,615000,605923.61,1
5,9,250000,236290.95,1
5,9,250000,236353.93,1
5,9,250000,244561.28,1
5,9,250000,236479.9,1
5,9,200000,189385.46,1
5,9,265000,258647.12,1
5,9,260000,247380.18,1
5,9,310000,302467.08,1
5,9,330000,330000,1
5,9,100000,100000,1
5,9,300000,300000,1
5,9,200000,200000,1
5,9,250000,250000,1
5,9,160000,160000,1
5,9,248000,248000,1
5,9,210000,210000,1
5,9,300000,300000,1
5,9,285000,285000,1
5,9,250000,250345,1
5,9,310000,300994.58,1
5,9,150000,145680.04,1
5,9,150000,150000,1
5,9,295000,286946.58,1
9,9,340000,314590.96,1
9,9,310000,270632.65,1
9,9,350000,340506.16,1
10,0,2500000,0,2
10,0.5,1250000,0,2
11,19.5,1750000,1590890.52,3
11,0,2500000,0,1
11,0,1250000,0,1
6,0,990000,0,2
6,0,990000,0,2
6,0,500000,0,2
6,0,500000,0,2
6,0,500000,0,2
6,0,990000,0,2
6,0,500000,0,2
6,0,500000,0,2
6,0,400000,0,2
6,0,800000,0,2
6,0,800000,0,2
6,0,500000,0,2
6,0,600000,0,2
6,0,990000,0,2
6,0,990000,0,2
6,0,990000,0,2
6,0,495000,0,2
6,0,742000,0,2
6,0,990000,0,2
6,0,500000,0,2
6,19,700000,433647.9,3
6,0,400000,0,2
6,0,600000,0,2
6,0,700000,0,2
6,0,250000,0,2
6,0,400000,0,2
6,0,400000,0,2
6,0,495000,0,2
6,19.5,990000,540924.78,3
6,0,495000,0,2
6,19.5,700000,801069.22,3
6,0,600000,0,2
6,0,990000,0,2
12,8.5,50000000,43454768.11,1
13,0,1800000,0,1
14,8,10800000,-115.93,1
15,0,10000000,227604.22,5
16,13,125000,88590.34,1
16,7.79,1200000,1110837.8,1
16,7.25,1000000,950145.9,1
16,12.55,376000,257309.84,1
16,12.53,150000,128931.66,1
16,12.53,100000,92619.07,1
16,13.28,1400000,970497.07,1
16,9,390000,-325.99,1
16,10.25,75000,63045.14,1
16,12.25,100000,77052.91,1
16,11.78,360000,301573.24,1
16,11,360000,339114.46,1
16,13,900000,727439.14,1
16,9,800000,673796.44,1
16,13,180000,73156.16,1
16,7,270000,263290.68,1
16,11,121000,93326.09,1
16,8,200000,167805.07,1
17,9,2700000,1212416.46,1
17,8.5,789000,733461.98,1
17,5.5,450000,22500,1
17,8.5,650000,602942.13,1
17,7.5,1800000,-22541.09,1
17,6.5,400000,203308.15,1
17,8,1080000,1040500.7,1
17,14,0,0,1
17,5,495000,495680.23,1
17,13.02,4140000,4045825.3,1
4,9,2000000,1530660.37,1
4,9,2000000,1529854.88,1
4,9,480000,436358.7,1
4,14,1000000,812683.77,3
4,0,1000000,0,2
4,0,800000,0,2
4,0,500000,0,2
4,9,590000,175262.62,1
4,9,2000000,1110950.88,1
4,20,300000,220491.73,3
4,9,320000,40877.95,1
4,9,760000,628707.03,1
4,9,450000,45502.46,1
4,9,251000,162743.5,1
4,9,420000,84663.7,1
4,9,250000,200325.18,1
4,9,1000000,661729.14,1
4,9,1500000,1060058.68,1
4,9,1400000,1052877.51,1
4,9,400000,274123.32,1
4,9,1500000,985979.45,1
4,9,550000,462442.91,1
4,9,1670000,1333164.38,1
4,9,900000,752661.42,1
4,9,450000,154786.17,1
4,9,700000,243063.49,1
4,9,300000,93750.68,1
4,9,180000,42143.89,1
4,9,500000,595.55,1
4,9,500000,499777.99,1
4,9,577000,357356.53,1
4,9,550000,271539.67,1
4,9,1000000,716123.99,1
4,9,340000,190342.11,1
4,9,445000,361466.96,1
4,9,600000,169677.75,1
4,9,800000,669787.99,1
4,9,250000,228340.81,1
4,9,700000,395372.2,1
4,9,350000,193378.03,1
4,9,200000,20306.44,1
4,9,500000,240891.48,1
4,9,950000,340442.73,1
4,9,380000,139263.96,1
4,9,1600000,599383.02,1
4,9,670000,561370.95,1
4,9,200000,163507.16,1
4,9,1500000,1041095.24,1
4,9,1000000,569885.45,1
4,9,950000,783380.65,1
4,9,470000,449894.88,1
4,9,1000000,672361.4,1
4,9,1150000,488488.4,1
4,9,400000,205874.91,1
4,9,300000,196100.29,1
4,9,800000,301416.97,1
4,9,1000000,705544.32,1
4,9,450000,299733.18,1
4,9,800000,559542.5,1
4,9,250000,116706.46,1
4,9,1000000,618629.34,1
4,9,150000,86552.59,1
4,9,260000,144518.95,1
4,9,165000,100714.08,1
4,9,250000,151479.3,1
4,9,446000,367093.7,1
4,9,300000,199777.68,1
4,9,380000,348193.35,1
4,9,430000,393766.62,1
4,9,163000,27721.26,1
4,9,490000,180221.15,1
4,9,330000,296569.36,1
4,9,200000,133031.8,1
4,9,143000,143146.35,1
4,9,150000,134115.09,1
4,9,157000,136532.94,1
4,9,300000,224084.22,1
4,9,250000,193463.77,1
4,9,1000000,850847.66,1
4,9,250000,219089.73,1
4,9,250000,238828.97,1
4,9,750000,664645.02,1
18,9,600000,429206.87,1
18,9,800000,237663.72,1
18,9,500000,84656.88,5
18,9,500000,208264.56,1
18,9,500000,-394.41,1
18,9,800000,0,1
5,9,800000,756462.77,1
5,9,600000,580550.43,1
5,9,340000,334089.09,1
5,9,200000,169078.73,1
5,9,340000,288051.97,1
5,9,750000,697766.37,1
5,9,270000,235294.82,1
5,9,239000,232714.36,1
5,9,250000,250000,1
5,9,220000,220000,1
5,9,330000,330000,1
5,9,400000,400000,1
5,9,250000,242175.07,1
6,19.5,990000,848569.7,3
6,17.5,500000,476438.47,3
6,19.5,400000,120598.94,6
6,19.5,400000,160430.56,6
6,19.5,700000,425747.19,3
19,9,600000,452092.6,1
1,9,1500000,1070905.09,1
1,9,1328000,1139432.04,1
16,11.77,265000,164812.24,1
16,10,50000,50000,1
16,12.53,50000,8772.02,1
16,9,400000,141524.56,1
16,10.48,89000,20119.93,1
16,5.5,90000,86457.64,1
16,10.5,72000,54738.42,1
17,10.75,80000,80611.39,1
4,0,140000,0,2
4,9,1500000,837480.65,1
4,0,1000000,0,2
4,9,800000,-4325.88,1
4,9,500000,120072.4,1
4,20,700000,531909.86,3
4,9,117000,98124.55,1
4,9,1000000,803868.65,1
4,22,700000,594277.61,3
4,9,950000,576292.3,1
4,9,700000,442580.94,1
4,9,300000,17067.93,1
4,9,800000,330804.45,1
4,9,1000000,289399.55,1
4,9,580000,242689.98,1
4,9,200000,40489.97,1
4,9,500000,207240.39,1
4,9,308000,130019.23,1
4,9,600000,326511.72,1
4,9,218000,86177.51,1
4,9,290000,107439.3,1
4,9,600000,221053.3,1
4,9,300000,80110.66,1
4,9,638000,282217.38,1
4,9,1500000,1250926.09,1
4,9,2000000,1287793.48,1
4,9,500000,253353.33,1
4,9,500000,378812.52,1
4,9,2000000,1947316.74,1
4,9,1000000,795579.3,1
4,9,700000,151311.29,1
4,9,180000,175719.04,1
4,9,1200000,1346253.95,1
4,9,1500000,1238468.23,1
4,13.5,1000000,1246906.98,3
4,9,345000,312248.78,1
4,9,150000,56023.82,1
4,9,340000,294599.59,1
4,9,150000,88948.47,1
4,9,200000,151706.87,1
4,9,1000000,835067.4,1
4,9,500000,397704.12,1
4,9,620000,583608.49,1
4,9,2000000,1778565.43,1
4,9,199000,123509.84,1
4,9,100000,61728.97,1
4,9,150000,127990.38,1
4,9,190000,146159.74,1
4,9,100000,64479.95,1
4,9,500000,451259.17,1
4,9,450000,376551.38,1
4,9,156000,141046.1,1
4,9,150000,158303.96,1
4,9,200000,184988.2,1
4,9,100000,72270.33,1
4,9,750000,469350.82,1
4,9,1800000,1646218.11,1
4,9,500000,329950.83,1
4,9,400000,365688.22,1
4,9,200000,194916.33,1
4,9,165000,145608.21,1
4,9,495000,488968.06,1
4,9,350000,317118.96,1
4,9,190000,147956.74,1
4,9,190000,176083.95,1
4,9,190000,157123.67,1
4,9,640000,636207.08,1
4,9,144000,145374.46,1
4,9,100000,85058.81,1
18,15,700000,817024.67,6
18,15,500000,662716.02,3
18,15,500000,502278.43,6
7,9,500000,500000,1
8,9,1100000,367512.16,1
5,9,500000,500000,1
5,9,340000,309197.26,1
5,9,215000,207007.56,1
5,9,600000,530584.58,1
5,9,370000,349674.74,1
5,9,200000,174292.45,1
5,9,250000,218123.31,1
5,9,200000,174653.25,1
5,9,148000,133522.85,1
5,9,200000,175553.25,1
5,9,325000,297459.27,1
5,9,150000,130719.35,1
5,9,500000,453026.69,1
5,9,250000,237524.49,1
5,9,200000,189676.74,1
5,9,155000,147086.14,1
5,9,150000,138257.09,1
5,9,145000,135053.93,1
5,9,152000,140254.85,1
5,9,250000,224202.44,1
5,9,200000,179822.36,1
5,9,200000,180766.43,1
5,9,250000,236731.84,1
5,9,250000,224552.77,1
5,9,250000,236794.82,1
5,9,230000,223203.56,1
5,9,260000,260000,1
5,9,220000,220000,1
5,9,200000,193840.05,1
5,9,200000,193840.05,1
5,9,320000,311264.09,1
5,9,250000,236794.82,1
6,0,500000,0,2
6,19.5,990000,604604.44,3
6,19.5,300000,23180.1,6
6,19.5,600000,203845.02,6
6,17.5,300000,293701.4,3
6,9,400000,35378.57,4
20,9,775000,91319.31,1
20,9,1425000,959054.09,1
20,9,800000,609298.58,1
16,13,378000,228914.14,1
16,12.5,150000,119222.23,1
16,12.53,150000,61820.21,1
16,11.78,180000,49134.64,1
16,10.25,100000,96256.6,1
16,6,180000,175454.05,1
16,10,900000,397152.07,1
16,11.25,50000,50000,1
16,10.77,114500,77437.54,1
